RefNum,Semester,DepartmentInfo,Name,TimeInfo,Credits,Professor,Description
50841,S,MUSI 172 A,TRUMPET LESSON (1 HR),,2,Mr. Drew R. Fennell,"MUSI 172. PRIVATE BRASS LESSON - TRUMPET. This course consists of one full hour for two credits of individual instruction on the trumpet. The student will become familiar with solo repertoire as well as fingerings and their alternates, tone quality, embouchure, and breathing techniques. Semester course, two hours."
50842,S,MUSI 173 A,BARITONE/TUBA LESSON (1/2 HR),,1,Jason P. Venesky,"MUSI 173. PRIVATE BRASS LESSON - BARITONE/TUBA. This course consists of one-half hour for one credit of individual instruction for the student to develop proficiency on one of the lower brass instruments: baritone/euphonium or tuba. Playing techniques; fingerings and their alternates; tone quality; embouchure; and a variety of appropriate literature for the instrument will be presented. Semester course, one hour."
50843,S,MUSI 174 A,BARITONE/TUBA LESSON (1 HR),,2,Jason P. Venesky,"MUSI 174. PRIVATE BRASS LESSON - BARITONE/TUBA. This course consists of one full hour for two credits of individual instruction for the student to develop proficiency on one of the lower brass instruments: baritone/euphonium or tuba. Playing techniques; fingerings and their alternates; tone quality; embouchure; and a variety of appropriate literature for the instrument will be presented. Semester course, two hours."
50844,S,MUSI 175 A,BASSOON LESSON (1/2 HR),,1,Donald W. Byo,"MUSI 175. PRIVATE BASSOON LESSON. This course consists of one-half hour for one credit of individual instruction on the bassoon. The student will become familiar with fingerings, embouchure, reed making, and bassoon literature. Semester course, one hour."
50845,S,MUSI 176 A,BASSOON LESSON (1 HR),,2,Donald W. Byo,"MUSI 176. PRIVATE BASSOON LESSON. This course consists of one full hour for two credits of individual instruction on the bassoon. The student will become familiar with fingerings, embouchure, reed making, and bassoon literature. Semester course, two hours."
50846,S,MUSI 177 A,CLARINET LESSON (1/2 HR),,1,Mary Beth Malek,"MUSI 177. PRIVATE CLARINET LESSON. This course consists of one-half hour for one credit of individual instruction on the clarinet. The student will gain mastery of the basic techniques of performance including literature, intonation, hand position, articulation, fingerings, and embouchure. Semester course, one hour."
50847,S,MUSI 178 A,CLARINET LESSON (1 HR),,2,Mary Beth Malek,"MUSI 178. PRIVATE CLARINET LESSON. This course consists of one full hour for two credits of individual instruction on the clarinet. The student will gain mastery of the basic techniques of performance including literature, intonation, hand position, articulation, fingerings, and embouchure. Semester course, two hours."
50848,S,MUSI 179 A,OBOE/ENGLISH HORN LES (1/2 HR),,1,Hilary C. Lipson,"MUSI 179. PRIVATE OBOE/ENGLISH HORN LESSON. This course consists of one-half hour for one credit of individual instruction on the oboe or English horn. The student will become familiar with fingerings, embouchure, reed making and literature. Semester course, one hour."
50849,S,MUSI 180 A,OBOE/ENGLISH HORN LES (1 HR),,2,Hilary C. Lipson,"MUSI 180. PRIVATE OBOE/ENGLISH HORN LESSON. This course consists of one full hour for two credits of individual instruction on the oboe or English horn. The student will become familiar with fingerings, embouchure, reed making and literature. Semester course, two hours."
50850,S,MUSI 181 A,PERCUSSION LESSON (1/2 HR),,1,Ronald J. Heid,"MUSI 181. PRIVATE PERCUSSION LESSON. This course consists of one-half hour for one credit of individual instruction on all of the percussion instruments. The course teaches playing techniques, fundamentals of each instrument, and literature. Semester course, one hour."
50851,S,MUSI 182 A,PERCUSSION LESSON (1 HR),,2,Ronald J. Heid,"MUSI 182. PRIVATE PERCUSSION LESSON. This course consists of one full hour for two credits of individual instruction on all of the percussion instruments. The course teaches playing techniques, fundamentals of each instrument, and literature. Semester course, two hours."
50852,S,MUSI 183 A,FLUTE LESSON (1/2 HR),,1,David P. Tessmer,"MUSI 183. PRIVATE FLUTE LESSON. This course consists of one-half hour for one credit of individual instruction for the student who is interested in developing knowledge of flute literature; technique; tone quality and vibrato; fingerings; and embouchure. Semester course, one hour."
50853,S,MUSI 184 A,FLUTE LESSON (1 HR),,2,David P. Tessmer,"MUSI 184. PRIVATE FLUTE LESSON. This course consists of one full hour for two credits of individual instruction for the student who is interested in developing knowledge of flute literature; technique; tone quality and vibrato; fingerings; and embouchure. Semester course, two hours."
50854,S,MUSI 185 A,GUITAR LESSON (1/2 HR),,1,Robert Blaine Sheffer,"MUSI 185. PRIVATE GUITAR LESSON. This course consists of one-half hour for one credit of individual instruction for the student wishing to concentrate on techniques and fundamentals of guitar playing. Instruction is given on chords, harmonic structure, scales, and literature. Semester course, one hour."
50855,S,MUSI 186 A,GUITAR LESSON (1 HR),,2,Robert Blaine Sheffer,"MUSI 186. PRIVATE GUITAR LESSON. This course consists of one full hour for two credits of individual instruction for the student wishing to concentrate on techniques and fundamentals of guitar playing. Instruction is given on chords, harmonic structure, scales, and literature. Semester course, two hours."
50856,S,MUSI 187 A,HARP LESSON (1/2 HR),,1,Julia A. Scott,"MUSI 187. PRIVATE HARP LESSON. This course consists of one-half hour for one credit of individual instruction at the harp. Must have prior harp or piano experience. Semester course, one hour."
50857,S,MUSI 188 A,HARP LESSON (1 HR),,2,Julia A. Scott,"MUSI 188. PRIVATE HARP LESSON. This course consists of one full hour for two credits of individual instruction at the harp. Must have prior harp or piano experience. Semester course, two hours."
50858,S,MUSI 189 A,STRING LESSON - DBL BASS (1/2 HR),,1,Anthony C. Bellassai,"MUSI 189. PRIVATE STRING LESSON - BASS. This course consists of one-half hour for one credit of individual instruction on the string bass. Students will improve technical skill as well as become familiar with string literature for the bass. Semester course, one hour."
50859,S,MUSI 190 A,STRING LESSON - DBL BASS (1 HR),,2,Anthony C. Bellassai,"MUSI 190. PRIVATE STRING LESSON - BASS. This course consists of one full hour for two credits of individual instruction on the string bass. Students will improve technical skill as well as become familiar with string literature for the bass. Semester course, two hours."
50860,S,MUSI 191 A,SAXOPHONE LESSON (1/2 HR),,1,Mr. Dan G. Heasley,"MUSI 191. PRIVATE SAXOPHONE LESSON. This course consists of one-half hour for one credit of individual instruction on the saxophone. The student will gain mastery of the basic techniques of performance including literature, intonation, hand position, articulation, fingerings, and embouchure. Semester course, one hour."
50861,S,MUSI 192 A,SAXOPHONE LESSON (1 HR),,2,Mr. Dan G. Heasley,"MUSI 192. PRIVATE SAXOPHONE LESSON. This course consists of one full hour for two credits of individual instruction on the saxophone. The student will gain mastery of the basic techniques of performance including literature, intonation, hand position, articulation, fingerings, and embouchure. Semester course, two hours."
50862,S,MUSI 193 A,COMPOSITION LESSON (1/2 HOUR),,1,Joseph J. Hasper Jr.,"MUSI 193. PRIVATE COMPOSITION LESSON. This course consists of one-half hour of individual instruction on musical composition. This course teaches techniques for writing for instrumental and vocal ensembles, solo works, and small ensembles. Semester course, one hour."
50863,S,MUSI 194 A,COMPOSITION LESSON (1 HOUR0,,2,Joseph J. Hasper Jr.,"MUSI 194. PRIVATE COMPOSITION LESSON. This course consists of one full hour of individual instruction on musical composition. This course teaches techniques for writing for instrumental and vocal ensembles, solo works, and small ensembles. Semester course, two hours."
50864,S,MUSI 195 A,CONDUCTING LESSON (1/2 HR),,1,Jeffrey M. Tedford,"MUSI 195. PRIVATE CONDUCTING LESSON. This course consists of one-half hour of individual instruction on musical conducting. This course teaches techniques for conducting and rehearsing bands, choirs, or orchestras. Semester course, one hour."
50865,S,MUSI 195 B,CONDUCTING LESSON (1/2 HR),,1,Andrew S. Erb,"MUSI 195. PRIVATE CONDUCTING LESSON. This course consists of one-half hour of individual instruction on musical conducting. This course teaches techniques for conducting and rehearsing bands, choirs, or orchestras. Semester course, one hour."
50866,S,MUSI 195 C,CONDUCTING LESSON (1/2 HR),,1,Katherine E. Mueller,"MUSI 195. PRIVATE CONDUCTING LESSON. This course consists of one-half hour of individual instruction on musical conducting. This course teaches techniques for conducting and rehearsing bands, choirs, or orchestras. Semester course, one hour."
51171,S,MUSI 195 D,CONDUCTING LESSON (1/2 HR),,1,Dr. Stacy A. Paparone,"MUSI 195. PRIVATE CONDUCTING LESSON. This course consists of one-half hour of individual instruction on musical conducting. This course teaches techniques for conducting and rehearsing bands, choirs, or orchestras. Semester course, one hour."
50867,S,MUSI 196 A,CONDUCTING LESSON (1 HOUR),,2,Jeffrey M. Tedford,"MUSI 196. PRIVATE CONDUCTING LESSON. This course consists of one full hour of individual instruction on musical conducting. This course teaches techniques for conducting and rehearsing bands, choirs, or orchestras. Semester course, two hours."
50868,S,MUSI 196 B,CONDUCTING LESSON (1 HOUR),,2,Andrew S. Erb,"MUSI 196. PRIVATE CONDUCTING LESSON. This course consists of one full hour of individual instruction on musical conducting. This course teaches techniques for conducting and rehearsing bands, choirs, or orchestras. Semester course, two hours."
50869,S,MUSI 196 C,CONDUCTING LESSON (1 HOUR),,2,Katherine E. Mueller,"MUSI 196. PRIVATE CONDUCTING LESSON. This course consists of one full hour of individual instruction on musical conducting. This course teaches techniques for conducting and rehearsing bands, choirs, or orchestras. Semester course, two hours."
51172,S,MUSI 196 D,CONDUCTING LESSON (1 HOUR),,2,Dr. Stacy A. Paparone,"MUSI 196. PRIVATE CONDUCTING LESSON. This course consists of one full hour of individual instruction on musical conducting. This course teaches techniques for conducting and rehearsing bands, choirs, or orchestras. Semester course, two hours."
50870,S,MUSI 198 A,MUSIC RECITAL ATTENDANCE - MINORS,F 3:00 PM-3:50 PM,0,Jeffrey M. Tedford,"MUSI 198. MUSIC RECITAL ATTENDANCE FOR MUSIC MINORS. Students fulfill this requirement by attending four recitals each semester they are enrolled as music minors. Students minoring in music must register for this course each semester. Semester course, zero hours."
